journal,continuity,topic_focus,contradiction_integration,cognitive_clarity,narrative_closure,overall_entropy,reasoning
"christmas lights everywhere like they're laughing at me... drove strangers to families all day ""home please"" yeah okay where is that exactly because mine is a parking lot and stale fries and that pine tree air freshener that smells like fake heaven fake fake... i kept missing turns no not missing just floating and this lady said are you okay and i said yep!! like a liar with a phone charger tangled around the gear shift and i still havent washed your mug from the sink since november or was it october no november because the receipt from the gas station was under it and i saw your handwriting and then almost hit a mailbox

mom texted eat something... ate half a gas station sandwich and threw it away because the texture was funeral texture everything is funeral texture the radio keeps doing HOLIDAY CHEER every 6 minutes shut up shut UP i picked up this guy with wrapping paper and cologne and he said rough night buddy and i wanted to ask him if dead people know its december if they can tell when everyone else keeps going... rent due soon tires bald too bald my left headlight out i think or maybe thats me one side gone dim hah

i keep opening the app closing the app opening the photos closing those too your face your stupid beautiful face and i need groceries and windshield fluid and to stop thinking about that hospital hallway smell and why are candy canes sharp looking and if i keep driving maybe i dont have to go upstairs because upstairs is quiet and quiet is when it starts again wait i forgot if i locked the car",2,2,3,1,1,8,"The entry shows severe fragmentation with constant mid-thought breaks, stream-of-consciousness jumps between unrelated topics (driving, Christmas, grief, practical concerns), and numerous sentence fragments and restarts. While there's some underlying coherence around themes of loss and isolation, the expression is highly disorganized with no narrative resolution and chaotic cognitive load markers throughout."
"first day of after? after what a word like a hallway with no door I keep thinking I need to email my professor and say sorry for the assignment but sorry for what exactly because the screen keeps doing that flat light thing and my hands dont feel attached... i made tea and forgot if i drank it or if that was yesterday no yesterday was still there no not there, here, god

42 years old and sitting with notebooks open like a child pretending the lines will hold anything in place... chapter 6 chapter 6 chapter SIX and then your name in the margin by accident or not accident i dont know where my eyes are landing. the refrigerator keeps starting up like it has an opinion STOP

people say breathe. i am breathing thats the rude part. i put on socks and only one made sense. phone buzzing under a blanket sounded like trapped bees and for one second i thought if i dont answer maybe none of this finalized maybe paperwork is what makes it real maybe signatures kill things twice

campus tomorrow? impossible. backpack by the chair like a joke. i found a pen in the sink. why was there a pen in the sink. i keep almost standing up to go tell you and then the wall, just the wall, and my chest does that falling elevator thing. cereal box open on the counter, bird outside, obituary, discussion post due 11:59, i cant get my face to stay on right and the lamp is too loud and i was going to call",1,1,2,1,1,9,"This entry shows severe fragmentation with thoughts breaking mid-sentence, no clear connections between ideas, and stream-of-consciousness jumps between unrelated elements (tea, professor, refrigerator, socks, pen in sink). The writing demonstrates high cognitive overload with incomplete sentences, fragments, and chaotic associations, though there's some awareness of internal conflict around loss and continuing daily functions."
"the chairs are blue or gray maybe both and that stupid clock keeps doing the click thing like a drip inside my teeth... 36 hours awake no 35? whatever my eyes feel like sandpaper soup... they said wait here just WAIT HERE as if waiting is a task i can pass/fail i forgot the chapter on renal something something i had flashcards where are my flashcards why did i bring an orange and no water... phone at 12% perfect beautiful amazing if mom calls if THEY call if he texts back about the rent not now not now not now

there's a kid laughing somewhere which feels illegal... someone coughed and i actually got angry at air. bad news has a shape i swear it does it stands in the doorway before people do. i keep rehearsing normal face. nod face. brave face. student face. adult 34 years old and still feeling like i need permission to go pee. i should pee. what if they call my name while i'm gone what if they already did maybe they did maybe i missed it because the vending machine was humming in morse code or my head was. 

I can smell coffee and antiseptic and old coins... i wrote a list earlier: charger, notes, insurance card, don't panic, DON'T... and i lost the list or ate it mentally. my left hand keeps shaking like it's trying to leave first. if they say the thing then i have to call everyone and if i call everyone it becomes real and if it becomes real then tuition and next week and the lab report and god i never fed the sourdough starter i killed it probably like everything half-finished and the nurse with the pink pen looked at me too kindly which is not a good sign or maybe her pen was purple no wait the door is opening and i cannot",2,2,3,1,1,8,"This entry shows severe fragmentation with constant mid-thought breaks, stream-of-consciousness jumps between sensory details and anxious thoughts, and multiple incomplete sentences ending abruptly. The cognitive overload is evident through excessive fragments, restarts, and the entry literally cutting off mid-sentence, indicating high mental entropy from what appears to be an extremely stressful waiting room situation."
"I am NINETEEN why am I signing late notices and wiping noses and saying inside voices when my own head is just sirens... the car made that dead clicking sound again in the lot and the kids were throwing crayons and one of them said miss are you crying no baby im not im just... dust?? stupid lie everything is stupid the electric bill folded in my bag like a threat like it knows where I live obviously it does God

Mom should be here for this part thats the part that keeps breaking open at stupid times like during snack count and laminated alphabet cards and I couldnt find the blue marker and rent rent RENT and someone spilled milk and it smelled sweet-sour like the hospital hall and I hate that smell I hate Tuesdays I hate tow trucks I hate when my phone buzzes because its never hi just thinking of you its payment due payment overdue final notice final final like people can come back from final if they just

I keep counting kids 1 2 3 4 5 where is Eli no hes under the table okay fine and my own actual life is under the table too maybe if I crawl down there with the dust bunnies and the unmatched socks and the crackers I won't have to call the mechanic because what am I paying him with, stickers? I found a penny in my bra cool excellent future secured and the gas light was on and on and on like it was laughing and I still need groceries and to grade and to answer Kayla's dad and I cannot do one more tiny emergency because every tiny emergency gets bigger gets teeth gets",2,2,3,2,1,8,"The entry shows severe fragmentation with mid-sentence breaks, stream-of-consciousness jumping between topics (work stress, car problems, bills, grief), and thoughts that don't complete before shifting. While there's some thematic coherence around overwhelming stress, the structure itself is highly disorganized with multiple abandoned thoughts and no resolution."
"on hold again. same piano loop same 11 seconds i know it now like hammer swing lift swing lift except my head keeps slipping sideways... kids are SCREAMING over the blue cup no the red one was yesterday or i threw it out? drywall dust still in my socks i can feel grit in bed in my teeth maybe not my teeth maybe blood taste maybe just coffee gone weird

the lady said please continue to hold and i almost laughed because thats funny right continue to hold what exactly phone? myself? the wall at work had a wet spot behind it and nobody listened i said mold maybe pipe maybe just me seeing shadows in the insulation like faces no not faces just bunching... stop yelling PLEASE stop yelling i said five minutes but hospital-time is fake time

i was trying to write down the insurance number and the baby took the cap and now theres ink on his hands or grease no ink i think and i cant remember if i ate today. nail through the glove this morning didnt go in all the way still hurts when i close my hand and the music keeps restarting like it knows im not real enough to get a person

need to ask about the test results the chest thing the coughing thing the not sleeping for two maybe three and my oldest is singing the hold music now oh my god make it STOP i can hear the saw from site still even here and somebody is crying maybe me maybe",1,1,2,1,1,9,"This entry shows severe fragmentation with thoughts breaking mid-sentence and jumping between disconnected topics (phone hold, kids screaming, work injury, medical tests) without clear transitions. The writing exhibits extreme cognitive overload with sentence fragments, uncertainty markers ('maybe', 'or', 'i think'), and stream-of-consciousness structure that creates a chaotic, difficult-to-follow narrative that abruptly ends without resolution."
"still on hold with this hospital and the music is like dripping in my teeth why is it the same 11 seconds over and over... hold please hold please as if i have a CHOICE... Jayden is screaming because the blue cup is wrong but it is the blue cup, it IS blue, and the baby has yogurt in her hair or is that sour cream from last night god i smell fryer grease even off shift it lives in my skin i can hear beeping thats not here maybe the headset from drive thru no maam i said no pickles I DIDNT SAY... wait the phone clicked no it didnt just another voice saying your call matters while the kids are killing each other over a blanket fort hospital blanket white blanket bleach smell i hate bleach i need to wash uniforms i need to call school back i need they said press 2 if breathing gets worse whose breathing mine? his? stop yelling stop STOP and now cartoons too loud and the sink is full and i never signed that paper from thursday or was it monday everything is monday when you close then open then close and my head keeps jumping like oil spit burn scars little stars all over my arm and i cannot think with the violin hold music scraping scraping if they pick up im going to forget the name the symptoms the birthday my own birthday almost said the order number instead of his date of birth and",1,1,1,1,1,9,"This entry shows severe fragmentation with thoughts jumping rapidly between hospital hold music, children fighting, work stress, and sensory overwhelm without any connecting tissue. The stream-of-consciousness style creates extreme cognitive noise with mid-sentence breaks and no coherent narrative structure, indicating very high mental entropy."
"3:07 maybe 3:11 I keep checking and it keeps being a different number which is stupid because clocks do that. woke up choking on nothing i mean not nothing it was mud or drywall dust in my mouth in the dream and somebody under the plywood knocking from underneath no no not underneath inside it like the wall had a chest cavity. hate that. my shirt is wet. not blood just sweat probably. probably

site tomorrow, today whatever, steel at 6 and if I miss it DONT miss it but my boots are by the door like someone else's feet stopped there. I had that thing again where my room looked flat like a picture and I had to touch the dresser 4 times because if not then dad's truck in the ditch - no that already happened years ago shut up. the beeping from the microwave is still in my head and I unplugged it last week. I think. did I

there was a kid in the dream with my hard hat on too big over his eyes saying you forgot me you forgot me and I dont even have a kid Jesus christ what is WRONG with my ceiling. shadows moving when cars go by and the red charger light looks like a camera eye. I can smell cut wood and wet dirt and that sick hot-metal smell from the saw even in here. hands shaking bad. wrote mom then deleted it then wrote hey are you awake then deleted because what am I supposed to say hi I got buried in a house that isnt built yet and my teeth hurt and I cant get all the way back into my own skin so",2,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-thought breaks, stream-of-consciousness jumping between topics (time checking, dreams, work, physical sensations, paranoid thoughts), and numerous incomplete sentences that trail off. The writing exhibits high cognitive load through frequent fragments, self-corrections, and chaotic punctuation, ending abruptly mid-sentence without any resolution."
"im literally at the red light on mason no not literally parked... sort of... and my hands wont stop doing that buzz thing like bees under the skin stupid stupid i told him ill be there in 8 and gps says 14 liar box woman voice keeps talking at me TURN LEFT where?? into the river?? i havent eaten except gas station peanuts and now my chest is doing that tight shirt thing again maybe heart maybe just coffee maybe i shouldnt have answered mom because now her voicemail is in my ear with the rent thing and uncle dean and why does everyone call when im driving WHY

customer said leave at door but then opened it while i was walking up and looked at me like i brought death in a paper bag... forgot the drink? no i didnt yes i did no the app glitched i SAW it then didnt see it and support with their little cheerful bubbles hi there! hi there!! i hate hi there right now

also where is my insurance card i moved it so it would be safe which means gone forever glove box receipt mountain french fry fossil napkins from winter and that smell in the car is either old milk or electrical fire cool cool excellent

i keep thinking pull over breathe 4 in 4 out but then if i stop i cant start again and if i go home thats worse because apartment too quiet fridge humming like its judging me and sink full and i still didnt text her back not that way HER, the other her, no wait... shit the light changed and i forgot",2,2,2,1,1,8,"The entry shows severe fragmentation with constant mid-thought breaks, stream-of-consciousness jumping between unrelated topics (driving, delivery work, family calls, missing items), and chaotic punctuation patterns. Thoughts are left unresolved and the entry abandons multiple threads, ending abruptly mid-thought without any sense of closure or integration."
"I packed the coffee mugs with the blood pressure cuff by accident why would I do that I KNOW better 32 years on nights and still labeling boxes wrong... kitchen / bathroom / leave him / no dont write his name... the landlord keeps calling and my scrubs smell like bleach and somebody else's sweat and i cant find the lease NO the stethoscope was in the freezer not funny not funny... who puts rent due during a breakup like the calendar could have waited

He said be reasonable and then the spoon drawer dumped all over my foot and I just stood there holding tape thinking of Mrs Delaney in 214 asking me if marriage is like morphine works then doesnt... jesus... I still need to change my address at the pharmacy and maybe the board paperwork and where is the cat's vaccine paper and why am I taking the ugly lamp I hate that lamp I hate HIM no I hate the sound of him folding towels like he's the wounded one

did I chart that 0400 urine output... no that was yesterday maybe... maybe not... my head is doing laps laps laps and every box says bedroom but none of this was a bedroom for months just a hallway with resentment and socks and his stupid toast crumbs... I keep putting things down and losing them immediately keys phone pen ring no not ring just the mark where it sat for years and the movers come Friday or Thursday god if he touches my mother's quilt I will absolutely... and I still have one more shift tonight if tonight is still tonight",1,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-thought breaks, no punctuation structure, and chaotic jumping between packing, work details, relationship anger, and logistical concerns with no clear transitions. While there's some awareness of conflicting feelings about the ex-partner, thoughts loop without resolution and the entry ends abruptly mid-thought, suggesting high cognitive overload during what appears to be a stressful breakup and move."
"i cant even see the page right now everything is wet and stupid he said im always too much then not enough then what is LEFT then why was i hauling boxes at 6am thinking about his hands on my waist by the stupid loading dock beep beep forklift backing up and my chest doing that bad bird thing... i said dont talk to me like im trash and then i did i said worse i KNOW i did but he looked at me like i was already gone... or annoying... same face maybe

my hoodie smells like pallet dust and his shampoo which is disgusting no not disgusting i mean i cant breathe in it i cant throw it away i cant even find my other sock where is it why am i thinking about a sock when my whole ribs feel cracked open... he kept saying calm down calm down CALM DOWN and that makes it louder it makes everything fluorescent like aisle 4 and that one busted box of cereal everywhere i almost slipped tuesday or was that today

i should text him no i already did 8? 9? messages not crazy not crazy just explaining but then another one because he MISSED the point and i missed my break and jenny saw me crying in the bathroom and i told her allergies in february yeah okay... i hate him i love him i hate that i said leave then waited for him to not leave and he did he actually did and the sink is full and my thumbs hurt and if he posts anything if he is laughing right now if he sleeps fine tonight i swear i",2,1,2,2,1,8,"This entry shows severe fragmentation with stream-of-consciousness jumping between sensory details, memories, and emotions without clear connections. Topics (the argument, work, physical sensations, texting) appear chaotically and blend together, creating high cognitive noise. The entry ends mid-thought with unresolved emotional loops and contradictions that remain unintegrated."
"2:07 or 2:40 idk my phone keeps doing that blur thing... i can still smell the stockroom dust and that stupid cherry vape from kyle or maybe mine whatever. i keep washing my hands and they still feel like... no no not writing that. not writing IT. i said i wouldnt. but the freezer light was flickering and then his voice normal voice like asking about hangers like nothing like NOTHING and i laughed?? why did i laugh i do that stupid customer laugh and then not customer not customer not customer

my apron is on the floor and i think i stepped in sauce earlier or blood no sauce probably sauce from breakroom nuggets jesus christ. mom texted u home safe and i put thumbs up because if i type words theyll come out wrong or all of them will. i should delete the schedule app. i should quit. i should call somebody. not him. not work. not cops? i dont know i dont KNOW if it was even - no it was. it was weird first then bad then bad bad and my head keeps doing skip skip skip like when the scanner wont read the barcode and you have to turn it sideways

i can hear the ice maker dropping cubes and it sounds like the back door latch. i hate this apartment i hate fluorescent lights i hate men saying hey can you help me with one thing real quick. one thing one thing one thing... my knee hurts. i think i fell? there was gum on aisle 6 earlier and i remember that more than his face which is messed up. i am messed up. i want toast. i want to crawl out of my skin. if i sleep then",2,2,2,1,1,8,"The entry shows severe fragmentation with constant mid-thought breaks, incomplete sentences, and thoughts bleeding into each other without clear connections. There's high cognitive overload evident in frequent restarts, fragments, and the inability to complete thoughts, suggesting significant mental disorganization during what appears to be processing of a traumatic experience."
"2something idk the clock keeps doing that blurry double thing... tomorrow no TODAY i have to teach fractions to children while my own numbers are eating me alive haha so funny not funny electric bill red notice rent due lunch money form in the backpack or was it under the cat no cat is dead no not dead just mean under the table whatever

car is DONE... coughed smoke at the light like an old man and then the baby seat still in the back and i just stood there with groceries and spelling tests and that stupid check engine eye staring at me. i cant uber everyone everywhere i cant split into 4 moms. 2 kids 1 paycheck 900 stupid dollars for what transmission alternator astronaut i dont KNOW

and ethan needs sneakers by friday and maya cried because i forgot pajama day no that was last week?? jesus christ and i smiled all day with the little sticker charts good job sweetie use your inside voice while mine is just screaming TAXES PASSWORDS DISCONNECT NOTICE

i drank the rest of the wine and then found another little bottle from christmas because apparently i prepare for disasters subconsciously lol. principal emailed. ex texted ""u up"" i hate men i hate gas prices i hate the sound the fridge makes at night like its whispering debt debt debt...

need to call mechanic call school call landlord call nobody dont call him call him maybe if he would just for once no wait the field trip forms where are the field trip forms and if the car wont start in the morning then",2,2,3,1,1,8,"This entry shows severe fragmentation with frequent mid-thought breaks, chaotic punctuation, and stream-of-consciousness jumping between topics (teaching, car, bills, children's needs) without clear boundaries. While there's an underlying coherent stress narrative, the expression is highly disorganized with multiple incomplete thoughts and the entry ends abruptly mid-sentence, suggesting high cognitive overload."
"I hate him I hate the way he said be reasonable like REASONABLE while my life is in trash bags by the door and the stupid moka pot is somehow mine?? no wait his?? I bought the filters I know I did unless that was winter god everything smells like old espresso and dust and that blue mug with the chip he said keep it like a favor wow thanks your highness... I was stacking plates and then crying into a dish towel and then laughing because the landlord texted a thumbs up who does that to boxes and breakup and rent due friday rent due FRIDAY and I still have to open at 5 for people who say can you make it extra extra hot as if I control fire

he kept saying calm down calm down while touching my shoulder don't TOUCH ME and then asking if i was taking the lamp as if the lamp matters as if six years can go in the lamp pile kitchen pile bathroom pile misc pile human remains pile. I found one sock behind the dresser and nearly threw up. also whose rosemary is this. why is there rosemary. he never cooked. liar in ten different shirts folded all wrong. i cant find my black apron and if he took that too i swear to god i swear to god i swear

and the neighbor vacuuming right now like a psychopath and my phone at 3 percent and mom calling and i cant do her voice today i cant do anyone's voice today not even mine just cardboard tape keys no not keys where are the keys he said leave them on the counter but the counter is covered in coffee grounds and that note no i am not reading that again absolutely not because if i read",2,2,5,1,1,8,"The entry shows severe fragmentation with constant mid-thought breaks, stream-of-consciousness jumps between objects and memories, and high cognitive overload markers like fragments and restarts. The writing trails off mid-sentence and lacks any resolution, though there are no contradictions to resolve."
"Truck died again in the lot this morning just CLICK click nothing and I still got mud on my boots from yesterday and Rick saying just tow it like tow it with WHAT money?? electric bill pink notice on the counter cereal stuck to it because Tyler knocked the bowl over or maybe Emma did no that was last week wait... school called me twice I think twice missed one because the damn drill was screaming and my phone cracked more spiderweb glass like my head feels... payroll short again or maybe I read it wrong 63 hours no 36?? impossible I was THERE I know I was there Monday rain Tuesday concrete pour Wednesday hell

Kid needs shoes one needs braces one needs me at 6 for the concert why is everything at 6 when the shop closes at 5:30 and the car is dead and Lisa texting in all caps like I have spare lungs to breathe for everybody STOP TEXTING while also please text me back because I cant keep up with who needs what lunch money field trip medicine Dad's voicemail still unheard 4 days maybe 5 and the mailbox stuffed with FINAL NOTICE FINAL NOTICE final my ass nothing is final it just keeps coming... gas tank on E account overdrawn and I forgot the damn permission slip or maybe signed it and lost it in the truck under the receipts and screws and that one french fry fossil

I keep thinking if I just sit still 10 minutes but then the sink drip and the number in my head 487 912 1260 rent no mortgage no insurance deductible and the foreman saying be sharp tomorrow SHARP sure yeah with no sleep and no ride and the kids asking are we okay and I said yeah of course yeah sure absolutely and then the kitchen light started flickering again",1,1,2,1,1,9,"This entry shows severe fragmentation with thoughts breaking mid-sentence, no logical flow between ideas, and stream-of-consciousness chaos that jumps rapidly between truck problems, bills, children's needs, and work stress. The writing demonstrates high cognitive overload with incomplete thoughts, excessive fragments, and abrupt topic shifts that create a disorganized mental landscape despite the very real and valid stressors being expressed."
"3:07?? i think 3 something the clock did that blink thing and i hate when it skips because then where did the minute GO... i woke up choking or no not choking but the dream was teeth in the milk pitcher at work and i kept steaming it anyway because line out the door and sara said smile smile smile and my jaw was full of gravel GOD i can still hear the grinder even in my room even with the window shut... mom used to say bad dreams mean nothing but then why am i still shaking why are my hands doing that weird bird thing

my hoodie smells like espresso and smoke and i didnt even smoke so who was near me was it the guy with the red hat or am i making him up... i need water no i DONT because then hallway mirror. not doing hallway mirror at 3am absolutely not. i keep thinking i forgot to lock the back door at close and if i didnt then if i didnt then if i didnt and tomorrow theyll know it was me even if it wasnt me because i wrote my name on the cups too hard today like that means anything

i cant slow down i cant slow down my chest is doing sirens... cat outside? baby crying? kettle? not a kettle dont turn on the light dont look at the chair because the dream put someone there and i know chairs are just chairs but what if for one second... i should call somebody no thats insane who calls at 3 i almost texted eli but then what ""hey sorry im dying but maybe not"" stupid stupid i cant breathe normal and my fingers are numb and theres coffee under my nail and i can still taste blood or pennies or",2,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-thought breaks, chaotic topic jumping between work dreams, physical sensations, paranoid thoughts, and anxiety without any organizing structure. The writing displays high cognitive overload with sentence fragments, restarts, and stream-of-consciousness that trails off completely without resolution, suggesting an extremely disorganized mental state."
"First day of what exactly because yesterday still stuck in the doorway and my bag is still by the chair and I wore the student lanyard like that means anything at 55 apparently hello discussion board hello nothing hello blank page... I opened the laptop and the brightness was too loud who says loud for light but it WAS and the password took three tries and then his mug still in the sink no no not his mug the blue one mine maybe his hand touched it once stupid stupid thing to think

Professor said welcome back everyone and I almost laughed because back where... where is back... parking lot full of wet leaves and I forgot if I ate or just chewed gum and spit it out in a receipt I found in my coat from Tuesday or ten years ago. Major loss what a phrase like a weather event like advisories posted and bring an umbrella and your grief may flood low lying areas

Read chapter 2 read chapter 2 read ch- I can't read when the words slide off and turn into phone numbers and soup and that voicemail still there I will not play it I played it I didn't play it. My knees hurt from sitting my hands hurt from not calling my daughter texted are you okay and I wrote yes which is such a filthy little word YES?? the kettle screamed and I hated it for being alive

Need milk paper submit quiz funeral shoes student portal obituary cereal no spoon no there are spoons there are too many spoons and everybody keeps saying let me know if you need anything and I need time reversed and my ID card won't scan and I stood at the library door like",1,1,2,1,1,9,"This entry shows severe fragmentation with thoughts breaking mid-sentence, rapid topic shifts without connection, and stream-of-consciousness that feels like cognitive overload during grief processing. While there are moments of acknowledged contradiction (playing/not playing voicemail), the overall structure is highly disorganized with multiple incomplete thoughts and an abrupt ending."
"im still at work lol not lol the bleach bucket is staring at me like i forgot something and maybe i did... u there? wait dont answer yet i cant do two things, mopping hallway B and my hands smell like pennies?? no thats blood smell no not blood just the red cleaner maybe. old guy in 3C said thanks kid and i almost cried for literally no reason which is stupid because the vending machine ate my last 2 and i kept smiling like an idiot at the wall camera

i keep blanking out for little bits like i walk into supply closet and then im already back by the elevator with paper towels and dont remember picking them up. normal probably. maybe low sugar. maybe i slept in my shoes again. i did i think. my room is all socks and one fork and that message from my sister still sitting there unread because if i open it then its real and if its real then mom and the hospital and shut up shut up

someone keeps dropping ice in the break room sink and it sounds like teeth... text me when you can unless i already sent this to the wrong person which. god. also who left the tiny handprint on the mirror it was probably a kid obviously but it was too low and too clear and i wiped it off and it came back no it didnt i mean steam did that i know that i know i just need five minutes in the dark or under the cart or",1,1,2,1,1,9,"This entry shows severe fragmentation with thoughts breaking mid-sentence throughout, no clear topic boundaries, and extreme cognitive overload markers like fragments, contradictions, and restarts. The narrative completely abandons closure, ending mid-thought after spiraling through disconnected observations and anxious loops."
"I am SO sick of this crap i said ONE thing and now suddenly im the bad guy?? after 11 hours moving busted pallets and that idiot with the scanner beep beep beep like a dying bird in my skull and then YOU wanna start in on me about my tone my TONE?? maybe talk to the guy who leaves shrink wrap tails all over the floor somebody's gonna eat it with a forklift but no let's inspect me... my hands still smell like grease and coffee and that stupid lemon soap that does nothing

and dont text me ""calm down"" while im still talking thats gasoline thats a match thats you doing it on purpose i know that trick... no wait what was i even saying the dog threw up by the door this morning and i stepped in it with the work boots and maybe that shouldve been the sign right there whole day cursed... everybody wants something lift this sign that stay late cover frank because frank's ""back hurts"" yeah mine too im 55 not made of rebar JESUS

and another thing dont bring my daughter into it dont you DARE because she called me and i was trying to answer and you kept yapping yapping yappi... i forgot my lunch on the counter too ham sweating in the tupperware probably still there like everything else i forget because no one shuts up long enough for one straight thought in this house in that warehouse in my damn head and if he says ""buddy"" to me tomorrow i swear to God i will",2,2,5,1,1,8,"The entry shows severe fragmentation with thoughts jumping rapidly between work, conflict, sensory overload, and family without clear connections. Multiple sentences trail off mid-thought, excessive punctuation chaos, and the narrative abandons itself completely at the end with an unfinished threat, indicating high cognitive load and disorganized mental state."
"im literally on break but not break bc tina keeps texting where are the tags for aisle 6 like GIRL i put them there unless i dreamed that too which honestly maybe because the scanner noise is still in my teeth somehow... 36 hrs no sleep and the lights in that store are chewing me up i swear. customer asked me if we had more almond milk in back and i almost said no we have ghosts though. didnt. should have. lol not lol

my feet are wet?? why are my feet wet i wasnt even outside unless from the mop bucket spill from earlier or yesterday was that today... and mom called and i stared at it ringing like it was a fire alarm and then forgot to call back again again AGAIN. i need eggs. why do i keep writing eggs. i dont even want eggs

he said ""u good?"" and i typed yes and deleted it because my hands look too loud right now everything is too loud even the quiet parts... fridge humming, phone hot, my heart doing the grocery beeping thing. beep. beepbeep. STOP

i keep thinking i left my locker open no my front door no the freezer at work no there was a little kid crying in aisle 9 and i wanted to also which is pathetic whatever no wait not pathetic just. i cant get the smell of cardboard off me and somebody touched my elbow and i almost jumped out of my skin and tina said calm down which made me want to bite the register

anyway im fine i just need coffee no definitely not coffee i can see my pulse in the screen and the words keep doing that thing where they",1,1,1,1,1,9,"This entry shows severe mental fragmentation with constant mid-thought breaks, no coherent topic development, and multiple contradictory statements (fine/not fine, wanting/not wanting coffee). The writing literally cuts off mid-sentence and demonstrates extreme cognitive overload through scattered fragments and sensory overwhelm descriptions."
"I hate him I hate that stupid smug face at close when he said calm down?? CALM DOWN while milk was on my shoes and the grinder screaming and I said fine im fine which means not fine obviously and then I came home and ate everything like an animal no not animal thats rude whatever half the cereal box toast peanut butter straight from spoon chips old birthday chocolate why was that even there and now my stomach is doing flips gross disgusting I can still smell espresso on my hoodie and his cologne or maybe burnt caramel syrup same thing fake sweet fake fake

I wasnt even hungry I was just... mouth hands cabinet fridge cabinet again and now wrappers everywhere on the bed because apparently im five years old and also mom texted Are you okay and I threw my phone and then cried because the screen didnt crack and I wanted something to match how my head sounds rn buzzing freezer hum teeth too loud I should apologize no absolutely not HE started it with that look that little look like im some stupid girl spilling oat milk and talking too fast and yes I talk too fast because if I stop then I can hear myself think and if I hear myself think then its just YOU ATE ALL THAT wow thanks brain very helpful

my stomach hurts and I have opening shift and if I see him tomorrow I swear I will or maybe I wont maybe ill just smile like a psycho and steam milk and explode and god I need water but then ill feel it slosh and the peanut butter ugh why did I eat peanut butter why do I do this every single time after yelling after anything after nothing and the receipt is still in my pocket from...",1,1,2,1,1,9,"This entry shows severe fragmentation with thoughts breaking mid-sentence, no clear topic boundaries, and stream-of-consciousness that jumps between anger, eating, physical sensations, and future worries without organization. The writing demonstrates high cognitive load with run-on sentences, minimal punctuation, and thoughts that trail off incomplete, creating a chaotic mental landscape with no narrative resolution."
"im doing BOTH right now which is apparently a crime according to him hold on no YOU hold on because if you wanted a clean answer maybe dont send 14 messages in 3 minutes... where is my charger i just had it by the tea mug not the blue one the cracked one... invoice due tomorrow or today wait thursday?? why is the cat staring like that

I said I was WORKING and yes writing counts and no i am not ""spiraling"" dont use therapist words at me while youre typing okay??? okay?? and another thing the client wants the logo ""warmer"" what does warmer even mean more orange?? Jesus christ dont text in paragraphs if youre angry just say youre angry... I cant find my glasses and theyre on my head obviously of course fantastic

55 years old and still arguing by text like a teenager in a parking lot... no that's not fair parking lots are simpler. Did I send that to him or here. whatever. my hand hurts. freelance life glamorous glamorous half a sandwich and seven tabs open and YOU saying i never listen while im literally reading every single word twice because they keep moving around... not moving around just too many. too many

and now he's typing... stopped typing... typing again... cowardly little bubble performance. I should call no because then he'll do the calm voice and I will throw the sun into the sink and the sink is full because I forgot the plate and the plate has paint on it from tuesday or maybe soup... I did love him I do love him I need to send the estimate before 5 before 4 before",1,1,2,1,1,9,"This entry shows severe fragmentation with constant mid-thought breaks, scattered jumps between unrelated topics (charger, cat, invoice, glasses, relationships), and numerous sentence fragments and restarts. While there's some awareness of contradictory feelings about love, the overall structure is highly disorganized with chaotic punctuation and an abrupt, incomplete ending."
"36 hours no sleep maybe 37 I keep doing that thing where the cursor blinks like its judging me and the invoice isnt sent and the draft is due at 9 no 8:30 why did he say 8:30 who says 8:30... phone keeps lighting up Mom? hospital? my sister says call NOW and then doesnt answer and I made coffee again because obviously that helps when my hands are doing this this this

I had the paragraph almost done the one about market trends jesus christ what even is a market trend when Uncle Ray is maybe not maybe yes and I still have chicken thawing on the counter since yesterday or is that dangerous after overnight no obviously yes dont eat that... forgot to feed the cat NO I did feed him or was that yesterday morning, he keeps staring like he knows tax forms better than me

Client wants ""clean copy"" hahaha clean... there is no clean anything the sink has that spoon in it still and the ambulance sound from earlier wont get out of my teeth, my TEETH, stupid phrase. Need charger need glasses where are my glasses on my head of course fantastic. I typed condolances in an email to a software company what is wrong with me

If I miss this deadline I cant cover March and if I drive now I'm too tired and if I dont drive then what if nobody is there and my sister said bring the folder the blue one not THAT blue one the other blue one and I keep opening the fridge for no reason because the light comes on and",1,1,2,1,1,9,"This entry shows severe fragmentation with thoughts breaking mid-sentence, no coherent topic development, and constant interruption patterns. The sleep deprivation and crisis context create extreme cognitive overload visible in incomplete sentences, contradictory loops, and abandonment of thoughts without resolution."
